,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Frame_End
0,27008.0,32,2.0,2.0,0.0,,420.0,0.0,0,0.0,1,1,6-7,2.0,27049.0
1,27090.0,34,1.0,1.0,0.0,,100.0,0.0,0,,1,0,6-8,,27090.0
2,27166.0,36,2.0,1.0,0.0,,452.0,0.0,0,,1,0,,,27166.0
3,27172.0,36,1.0,2.0,1.0,,360.0,2.0,100,,0,0,,,27213.0
