,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,2.0,38340.0,2.0,0.0,,1210.0,38381.0,11-9
1,1.0,38407.0,12.0,1.0,92.42424242424242,85490.0,38866.0,11-10
2,2.0,38463.0,1.0,0.0,,43.0,38463.0,
3,2.0,38698.0,1.0,0.0,,104.0,38698.0,
4,2.0,38813.0,15.0,1.0,93.75,106200.0,39388.0,
5,1.0,39458.0,7.0,1.0,76.92307692307692,22900.0,39707.0,
6,2.0,39722.0,5.0,1.0,,5940.0,39891.0,
7,1.0,39911.0,4.0,1.0,,2960.0,40040.0,
8,2.0,40138.0,3.0,1.0,,2747.0,40222.0,
