,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Frame_End
0,54221.0,30,1.0,3.0,0.0,,1340.0,0,0,0.0,1,1,14-13,2.0,54305.0
1,54341.0,36,2.0,12.0,1.0,88.23529411764706,81200.0,0,0,,1,0,14-14,,54798.0
2,54364.0,32,1.0,1.0,0.0,,40.0,1,1,,0,0,,,54364.0
3,54695.0,44,1.0,7.0,0.0,,22130.0,2,29,,0,1,,,54940.0
