,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Frame_End
0,3961.0,31,1.0,1.0,0.0,,102.0,0.0,0,0.0,1,1,0-2,2.0,3961.0
1,3995.0,32,2.0,4.0,0.0,,2281.0,0.0,0,,1,0,0-3,,4116.0
2,4094.0,36,1.0,4.0,0.0,,2340.0,2.0,4,,0,0,,,4218.0
3,4167.0,33,2.0,4.0,0.0,,2846.0,2.0,100,,0,1,,,4294.0
