,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,2.0,13944.0,1.0,0.0,,44.0,13944.0,2-5
1,2.0,14026.0,2.0,0.0,,540.0,14067.0,3-5
2,1.0,14040.0,1.0,0.0,,40.0,14040.0,
3,1.0,14110.0,1.0,0.0,,40.0,14110.0,
4,2.0,14141.0,2.0,0.0,,900.0,14181.0,
5,1.0,14191.0,7.0,1.0,88.52459016393442,35050.0,14440.0,
6,2.0,14366.0,2.0,0.0,,424.0,14407.0,
7,2.0,14487.0,9.0,1.0,88.8888888888889,34700.0,14820.0,
8,1.0,14799.0,6.0,1.0,76.31578947368422,13000.0,15010.0,
