,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,2.0,7900.0,1.0,0.0,,40.0,7900.0,1-3
1,1.0,7952.0,1.0,0.0,,180.0,7952.0,2-3
2,2.0,8003.0,2.0,0.0,,540.0,8046.0,
3,1.0,8062.0,4.0,0.0,,6680.0,8190.0,
