,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Frame_End
0,67463.0,31,1.0,2.0,0.0,,364.0,0.0,0,0.0,1,1,17-17,1.0,67503.0
1,67463.0,30,2.0,3.0,0.0,,1003.0,0.0,0,,1,0,18-17,,67547.0
2,67582.0,34,1.0,11.0,1.0,85.96491228070175,57700.0,0.0,0,,1,0,,,67994.0
3,67721.0,34,2.0,1.0,0.0,,43.0,1.0,1,,0,0,,,67721.0
4,68005.0,43,2.0,1.0,1.0,,243.0,1.0,100,,0,1,,,68005.0
