,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,72582.0,24,1.0,1.0,0.0,,454.0,1.0,9,0,1,19-18,1.0,72582.0
1,72714.0,29,2.0,2.0,0.0,,360.0,0.0,0,1,1,20-18,,72755.0
2,72773.0,31,1.0,4.0,0.0,,2960.0,1.0,6,0,0,,,72895.0
3,72894.0,35,2.0,2.0,1.0,,760.0,1.0,100,0,1,,,72935.0
