,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,5392.0,31,2.0,3.0,0.0,,2280.0,0,0,1,1,0-3,1.0,5474.0
1,5442.0,35,1.0,4.0,0.0,,4040.0,0,0,1,0,1-3,,5564.0
2,5610.0,34,2.0,11.0,1.0,97.72727272727272,61576.0,0,0,1,0,,,6020.0
3,6002.0,52,1.0,12.0,1.0,72.72727272727273,76200.0,0,0,1,0,,,6456.0
4,6528.0,56,2.0,8.0,1.0,74.07407407407408,22760.0,1,30,0,0,,,6819.0
