,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,33528.0,31,1.0,3.0,0.0,,1820.0,0.0,0,1,1,9-8,1.0,33611.0
1,33538.0,34,2.0,1.0,0.0,,100.0,1.0,100,0,0,10-8,,33538.0
