,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,47015.0,18,1.0,2.0,0.0,,1215.0,0.0,0,1,1,11-12,1.0,47056.0
1,47084.0,19,2.0,2.0,0.0,,360.0,1.0,12,0,0,12-12,,47125.0
2,47214.0,24,1.0,2.0,0.0,,1586.0,1.0,100,0,1,,,47255.0
