,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,84328.0,26,1.0,3.0,0.0,,1264.0,0,0,1,1,23-21,2.0,84409.0
1,84368.0,26,2.0,4.0,0.0,,4820.0,0,0,1,0,23-22,,84490.0
2,84534.0,30,1.0,8.0,1.0,80.55555555555556,27900.0,0,0,1,0,,,84825.0
3,84785.0,37,2.0,9.0,1.0,95.0,40030.0,2,7,0,0,,,85113.0
