,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,2607.0,24,1.0,1.0,0.0,,40.0,0.0,0,1,1,0-1,2.0,2607.0
1,2693.0,24,2.0,2.0,0.0,,540.0,0.0,0,1,0,0-2,,2734.0
2,2760.0,30,1.0,2.0,0.0,,360.0,0.0,0,1,0,,,2802.0
3,2806.0,25,2.0,1.0,0.0,,400.0,2.0,8,0,0,,,2806.0
4,2869.0,26,2.0,2.0,0.0,,680.0,2.0,100,0,1,,,2911.0
