,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,99394.0,20,1.0,2.0,0.0,,1544.0,0,0,1,1,29-23,1.0,99435.0
1,99470.0,23,2.0,4.0,0.0,,2340.0,1,3,0,0,30-23,,99593.0
2,99505.0,22,1.0,6.0,1.0,83.33333333333334,9100.0,1,24,0,1,,,99710.0
