,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,2.0,5392.0,3.0,0.0,,2280.0,5474.0,0-3
1,1.0,5442.0,4.0,0.0,,4040.0,5564.0,1-3
2,2.0,5610.0,11.0,1.0,97.72727272727272,61576.0,6020.0,
3,1.0,6002.0,12.0,1.0,72.72727272727273,76200.0,6456.0,
4,2.0,6528.0,8.0,1.0,74.07407407407408,22760.0,6819.0,
