,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Frame_End
0,7900.0,29,2.0,1.0,0.0,,40.0,0.0,0,0.0,1,1,1-3,1.0,7900.0
1,7952.0,33,1.0,1.0,0.0,,180.0,0.0,0,,1,0,2-3,,7952.0
2,8003.0,32,2.0,2.0,0.0,,540.0,0.0,0,,1,0,,,8046.0
3,8062.0,37,1.0,4.0,0.0,,6680.0,1.0,100,,0,0,,,8190.0
