,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,1.0,84328.0,3.0,0.0,,1264.0,84409.0,23-21
1,2.0,84368.0,4.0,0.0,,4820.0,84490.0,23-22
2,1.0,84534.0,8.0,1.0,80.55555555555556,27900.0,84825.0,
3,2.0,84785.0,9.0,1.0,95.0,40030.0,85113.0,
