,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Continue,Start,Score,Win,Frame_End
0,8613.0,3,2.0,1.0,1.0,,40.0,2.0,1,0,1,2-3,2.0,8613.0
1,9274.0,29,1.0,1.0,0.0,,454.0,0.0,0,1,1,2-4,,9274.0
2,9275.0,27,2.0,1.0,0.0,,240.0,1.0,3,0,0,,,9275.0
3,9466.0,35,1.0,3.0,0.0,,1181.0,0.0,0,1,1,,,9549.0
4,9552.0,36,2.0,13.0,1.0,100.0,85720.0,0.0,0,1,0,,,10047.0
5,9916.0,47,1.0,10.0,0.0,,50260.0,2.0,100,0,0,,,10286.0
