,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,1.0,97114.0,2.0,1.0,,2946.0,97156.0,28-23
1,2.0,97126.0,2.0,1.0,,2943.0,97167.0,29-23
2,1.0,97501.0,1.0,1.0,,45.0,97501.0,
3,1.0,97665.0,1.0,0.0,,100.0,97665.0,
4,2.0,97696.0,1.0,0.0,,40.0,97696.0,
5,2.0,97922.0,2.0,0.0,,360.0,97963.0,
6,1.0,97955.0,8.0,1.0,85.71428571428572,25640.0,98246.0,
7,2.0,98038.0,1.0,0.0,,40.0,98038.0,
8,2.0,98257.0,7.0,0.0,,19120.0,98508.0,
