,Player,Frame,Rensa,Honsen,Kaishu,Tokuten,Frame_End,Score
0,2.0,81857.0,2.0,0.0,,85.0,81902.0,22-20
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22-21
