,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Time1,Time2,Time3,Time4,Time5,Time6
0,72100.0,30,2.0,5.0,0.0,,6400.0,0,0,0.0,1,1,15-13,1.0,72305.0,72315.0,72360.0,72370.0,72290.0,72097.0
1,72100.0,30,1.0,13.0,1.0,93.54838709677419,82060.0,0,0,,1,0,16-13,,72634.0,72644.0,72689.0,72699.0,72619.0,72097.0
2,72570.0,42,2.0,11.0,1.0,79.6875,66050.0,1,30,,0,0,,,73024.0,73034.0,73079.0,73089.0,73009.0,72567.0
