,Frame,Tumo,Player,Rensa,Honsen,Kaishu,Tokuten,Ojama,Ojama_detail,Zenkeshi,Continue,Start,Score,Win,Time1,Time2,Time3,Time4,Time5,Time6
0,47252,21.0,2.0,2.0,0,,1544,2.0,100,0.0,0,1,6-8,2.0,47333.0,47343.0,47388.0,47398.0,47318.0,47249.0
1,0,,0.0,0.0,0,0.0,0,0.0,0,,100,1,6-9,,0.0,0.0,0.0,0.0,0.0,0.0
